,feature,i,y_true,pred_bin,pred_prob
0,WM,0,0,0,0.40514087528923143
1,WM,1,0,0,0.4449702789148596
2,WM,2,0,1,0.586373357934582
3,WM,3,0,1,0.5333971669774041
4,WM,4,1,1,0.5413327573123494
5,WM,5,1,1,0.5053905003343268
6,WM,6,1,0,0.4697207659455573
7,WM,7,1,0,0.4949574689865138
8,WM,8,0,0,0.35463059356098525
9,WM,9,0,0,0.3774526846690859
10,WM,10,0,0,0.3913486169137717
11,WM,11,0,1,0.5885885972434654
12,WM,12,0,0,0.40829813881274984
13,WM,13,0,1,0.5166681085158772
14,WM,14,0,1,0.6315323962953254
15,WM,15,0,0,0.4226378989365907
16,WM,16,0,0,0.46065903299226274
17,WM,17,0,0,0.3624515396369092
18,WM,18,1,0,0.47292196036413703
19,WM,19,1,0,0.3769811082563765
20,WM,20,0,0,0.44734637195008137
21,WM,21,0,1,0.5218691894046119
22,WM,22,0,0,0.48245548779872194
23,WM,23,0,0,0.35751965892014087
24,WM,24,0,0,0.4490107096990314
25,WM,25,0,1,0.634514646427088
26,WM,26,0,1,0.5410687104257496
27,WM,27,0,0,0.4103313492013723
28,WM,28,0,0,0.47668067608115994
29,WM,29,0,1,0.5186664523423105
30,WM,30,0,0,0.35678099113308126
31,WM,31,1,1,0.5764744599915658
32,WM,32,0,1,0.5399523376214775
33,WM,33,0,1,0.5370530059919764
34,WM,34,0,0,0.4341573398588693
35,WM,35,0,0,0.47980533477228143
36,WM,36,0,1,0.5178380275604096
37,WM,37,1,1,0.6104586099002808
38,WM,38,0,0,0.3764003053281331
39,WM,39,0,1,0.531059728246828
40,WM,40,1,0,0.479458303714167
41,WM,41,0,0,0.3276918496966522
42,WM,42,0,0,0.45525748574986546
43,WM,43,0,0,0.462045634570912
44,WM,44,1,0,0.3777963830123552
45,WM,45,1,0,0.48413005306015405
46,WM,46,0,0,0.33416271970467176
47,WM,47,0,0,0.4008921943210921
48,WM,48,1,0,0.350937197812672
49,WM,49,0,1,0.5172875298466099
50,WM,50,0,0,0.43542015975875475
51,WM,51,0,0,0.49404862189566123
52,WM,52,0,0,0.3073583155607284
53,WM,53,0,0,0.3819375673185131
54,WM,54,0,0,0.48267534165081116
55,WM,55,0,0,0.3416802314255594
56,WM,56,0,0,0.40810632454973567
57,WM,57,0,0,0.4266584139197616
58,WM,58,1,1,0.5457706636101224
59,WM,59,1,1,0.832513562329796
60,WM,60,0,1,0.5068148507963812
61,WM,61,1,1,0.5881782839076531
62,WM,62,0,0,0.47991151662288467
63,WM,63,1,0,0.44231818454547545
64,WM,64,0,0,0.4813620568808314
65,WM,65,0,1,0.5149486490693845
66,WM,66,0,0,0.48622921763870086
67,WM,67,0,0,0.34207206164190956
68,WM,68,0,1,0.5563959154875646
69,WM,69,0,1,0.6560742903882705
70,WM,70,0,0,0.44113157035677136
71,WM,71,0,1,0.5931076768895797
72,WM,72,0,0,0.3800986997272574
73,WM,73,0,0,0.43769691767677493
74,WM,74,1,1,0.5501173430618322
75,WM,75,0,0,0.412250356710779
76,WM,76,1,0,0.4415974634291215
77,WM,77,0,0,0.4011713235565506
78,WM,78,0,1,0.9285231077956232
79,WM,79,0,0,0.2692916860443154
80,WM,80,0,1,0.704391442139264
